Datetime,Predicted_Close,is_forecast,prediction_diff,trade_signal
2025-07-21 19:30:00+00:00,6307.4599609375,False,,
2025-07-22 14:30:00+00:00,6296.97998046875,False,-10.47998046875,SELL
2025-07-22 15:30:00+00:00,6292.3701171875,False,-4.60986328125,SELL
2025-07-22 16:30:00+00:00,6310.85986328125,False,18.48974609375,BUY
2025-07-22 17:30:00+00:00,6305.10009765625,False,-5.759765625,SELL
2025-07-22 18:30:00+00:00,6312.77978515625,False,7.6796875,BUY
2025-07-22 19:30:00+00:00,6309.1298828125,False,-3.64990234375,SELL
2025-07-23 14:30:00+00:00,6328.52978515625,False,19.39990234375,BUY
2025-07-23 15:30:00+00:00,6337.22021484375,False,8.6904296875,BUY
2025-07-23 16:30:00+00:00,6341.6201171875,False,4.39990234375,BUY
2025-07-23 17:30:00+00:00,6353.22021484375,False,11.60009765625,BUY
2025-07-23 18:30:00+00:00,6353.990234375,False,0.77001953125,
2025-07-23 19:30:00+00:00,6359.91015625,False,5.919921875,BUY
2025-07-24 14:30:00+00:00,6375.4599609375,False,15.5498046875,BUY
2025-07-24 15:30:00+00:00,6366.14990234375,False,-9.31005859375,SELL
2025-07-24 16:30:00+00:00,6373.97021484375,False,7.8203125,BUY
2025-07-24 17:30:00+00:00,6377.6298828125,False,3.65966796875,BUY
2025-07-24 18:30:00+00:00,6375.06005859375,False,-2.56982421875,SELL
2025-07-24 19:30:00+00:00,6364.02001953125,False,-11.0400390625,SELL
2025-07-25 14:30:00+00:00,6380.72021484375,False,16.7001953125,BUY
2025-07-25 15:30:00+00:00,6388.169921875,False,7.44970703125,BUY
2025-07-25 16:30:00+00:00,6390.7998046875,False,2.6298828125,BUY
2025-07-25 17:30:00+00:00,6393.47021484375,False,2.67041015625,BUY
2025-07-25 18:30:00+00:00,6393.41015625,False,-0.06005859375,
2025-07-25 19:30:00+00:00,6389.58984375,False,-3.8203125,SELL
2025-07-28 14:30:00+00:00,6391.08984375,False,1.5,BUY
2025-07-28 15:30:00+00:00,6394.259765625,False,3.169921875,BUY
2025-07-28 16:30:00+00:00,6383.25,False,-11.009765625,SELL
2025-07-28 17:30:00+00:00,6380.10986328125,False,-3.14013671875,SELL
2025-07-28 18:30:00+00:00,6380.39990234375,False,0.2900390625,
2025-07-28 19:30:00+00:00,6389.580078125,False,9.18017578125,BUY
2025-07-29 14:30:00+00:00,6372.85986328125,False,-16.72021484375,SELL
2025-07-29 15:30:00+00:00,6376.31982421875,False,3.4599609375,BUY
2025-07-29 16:30:00+00:00,6382.4599609375,False,6.14013671875,BUY
2025-07-29 17:30:00+00:00,6373.47021484375,False,-8.98974609375,SELL
2025-07-29 18:30:00+00:00,6371.169921875,False,-2.30029296875,SELL
2025-07-29 19:30:00+00:00,6371.6298828125,False,0.4599609375,
2025-07-30 14:30:00+00:00,6373.39990234375,False,1.77001953125,BUY
2025-07-30 15:30:00+00:00,6385.97021484375,False,12.5703125,BUY
2025-07-30 16:30:00+00:00,6382.4599609375,False,-3.51025390625,SELL
2025-07-30 17:30:00+00:00,6387.91015625,False,5.4501953125,BUY
2025-07-30 18:30:00+00:00,6340.60009765625,False,-47.31005859375,SELL
2025-07-30 19:30:00+00:00,6364.830078125,False,24.22998046875,BUY
2025-07-31 14:30:00+00:00,6382.27978515625,False,17.44970703125,BUY
2025-07-31 15:30:00+00:00,6400.81982421875,False,18.5400390625,BUY
2025-07-31 16:30:00+00:00,6368.02001953125,False,-32.7998046875,SELL
2025-07-31 17:30:00+00:00,6361.6201171875,False,-6.39990234375,SELL
2025-07-31 18:30:00+00:00,6347.52001953125,False,-14.10009765625,SELL
2025-07-31 19:30:00+00:00,6341.5400390625,False,-5.97998046875,SELL
2025-08-01 14:30:00+00:00,6234.25,False,-107.2900390625,SELL
2025-08-01 15:30:00+00:00,6261.97021484375,False,27.72021484375,BUY
2025-08-01 16:30:00+00:00,6224.3798828125,False,-37.59033203125,SELL
2025-08-01 17:30:00+00:00,6235.02978515625,False,10.64990234375,BUY
2025-08-01 18:30:00+00:00,6237.22021484375,False,2.1904296875,BUY
2025-08-01 19:30:00+00:00,6237.2998046875,False,0.07958984375,
2025-08-04 14:30:00+00:00,6309.97021484375,False,72.67041015625,BUY
2025-08-04 15:30:00+00:00,6317.10009765625,False,7.1298828125,BUY
2025-08-04 16:30:00+00:00,6322.39013671875,False,5.2900390625,BUY
2025-08-04 17:30:00+00:00,6319.35009765625,False,-3.0400390625,SELL
2025-08-04 18:30:00+00:00,6321.68017578125,False,2.330078125,BUY
2025-08-04 19:30:00+00:00,6323.443606807152,False,1.7634310259018093,BUY
2025-08-05 14:30:00+00:00,6323.089413395966,False,-0.35419341118540615,
2025-08-05 15:30:00+00:00,6318.941205668583,False,-4.148207727383124,SELL
2025-08-05 16:30:00+00:00,6310.954144246352,False,-7.987061422230909,SELL
2025-08-05 17:30:00+00:00,6299.4108302552195,False,-11.54331399113289,SELL
2025-08-05 18:30:00+00:00,6286.276283524261,False,-13.134546730958391,SELL
2025-08-05 19:30:00+00:00,6272.948814424657,False,-13.327469099604059,SELL
2025-08-06 14:30:00+00:00,6260.468395099888,False,-12.480419324769173,SELL
2025-08-06 15:30:00+00:00,6249.381387726782,False,-11.087007373105735,SELL
2025-08-06 16:30:00+00:00,6239.591707922518,False,-9.78967980426387,SELL
2025-08-06 17:30:00+00:00,6231.221439373505,False,-8.370268549013417,SELL
2025-08-06 18:30:00+00:00,6224.042240369978,False,-7.179199003527174,SELL
2025-08-06 19:30:00+00:00,6218.030372417357,False,-6.011867952620378,SELL
2025-08-07 14:30:00+00:00,6213.303397584037,False,-4.726974833320128,SELL
2025-08-07 15:30:00+00:00,6208.9234569333785,False,-4.379940650658682,SELL
2025-08-07 16:30:00+00:00,6204.684440044191,False,-4.239016889187042,SELL
2025-08-07 17:30:00+00:00,6200.360642817221,False,-4.3237972269707825,SELL
2025-08-07 18:30:00+00:00,6195.751606853795,False,-4.609035963425413,SELL
2025-08-07 19:30:00+00:00,6190.7409004900255,False,-5.010706363769714,SELL
2025-08-08 14:30:00+00:00,6185.8971171913145,False,-4.84378329871106,SELL
2025-08-08 15:30:00+00:00,6181.219880156161,False,-4.6772370351536665,SELL
2025-08-08 16:30:00+00:00,6176.069380435423,False,-5.150499720737571,SELL
2025-08-08 17:30:00+00:00,6170.416604313505,False,-5.652776121918578,SELL
2025-08-08 18:30:00+00:00,6163.728754467622,False,-6.687849845882738,SELL
2025-08-08 19:30:00+00:00,6155.812531727628,False,-7.916222739993827,SELL
2025-08-11 14:30:00+00:00,6146.928682732396,False,-8.883848995232256,SELL
2025-08-11 15:30:00+00:00,6138.088165909809,False,-8.840516822587233,SELL
2025-08-11 16:30:00+00:00,6130.414980138128,False,-7.673185771680437,SELL
2025-08-11 17:30:00+00:00,6124.715103828552,False,-5.6998763095762115,SELL
2025-08-11 18:30:00+00:00,6121.580868941062,False,-3.1342348874895833,SELL
2025-08-11 19:30:00+00:00,6121.218009095348,False,-0.36285984571441077,
2025-08-12 14:30:00+00:00,6124.120134258061,False,2.902125162712764,BUY
2025-08-12 15:30:00+00:00,6130.265013140626,False,6.144878882565536,BUY
2025-08-12 16:30:00+00:00,6139.285264279315,False,9.020251138688764,BUY
2025-08-12 17:30:00+00:00,6151.040340714157,False,11.755076434841612,BUY
2025-08-12 18:30:00+00:00,6164.880636656977,False,13.840295942820376,BUY
2025-08-12 19:30:00+00:00,6180.183676027693,False,15.303039370715851,BUY
2025-08-13 14:30:00+00:00,6196.612975085678,False,16.42929905798519,BUY
2025-08-13 15:30:00+00:00,6213.538521720824,False,16.92554663514602,BUY
2025-08-13 16:30:00+00:00,6230.6912796612305,False,17.152757940406445,BUY
2025-08-13 17:30:00+00:00,6247.969889303058,False,17.278609641827643,BUY
2025-08-13 18:30:00+00:00,6265.313685604604,False,17.343796301545808,BUY
2025-08-13 19:30:00+00:00,6282.908054904488,False,17.59436929988442,BUY
2025-08-14 14:30:00+00:00,6301.100031385373,False,18.191976480884477,BUY
2025-08-14 15:30:00+00:00,6319.8089795259875,False,18.708948140614666,BUY
2025-08-14 16:30:00+00:00,6338.501348400547,False,18.69236887455918,BUY
2025-08-14 17:30:00+00:00,6356.779989226721,False,18.278640826174524,BUY
2025-08-14 18:30:00+00:00,6374.384155365638,False,17.604166138917208,BUY
2025-08-14 19:30:00+00:00,6391.135996508703,False,16.751841143064667,BUY
2025-08-15 14:30:00+00:00,6407.122177001205,False,15.986180492502172,BUY
2025-08-15 15:30:00+00:00,6421.643353256804,False,14.52117625559913,BUY
2025-08-15 16:30:00+00:00,6434.040122648294,False,12.396769391489215,BUY
2025-08-15 17:30:00+00:00,6444.098461922957,False,10.058339274663012,BUY
2025-08-15 18:30:00+00:00,6451.971352490305,False,7.872890567348804,BUY
2025-08-15 19:30:00+00:00,6457.651258320315,False,5.679905830009375,BUY
2025-08-18 14:30:00+00:00,6461.468257528089,False,3.816999207774643,BUY
2025-08-18 15:30:00+00:00,6464.296529596555,False,2.828272068465594,BUY
2025-08-18 16:30:00+00:00,6466.647770964424,False,2.351241367869079,BUY
2025-08-18 17:30:00+00:00,6468.934956077079,False,2.287185112654697,BUY
2025-08-18 18:30:00+00:00,6471.231938028766,False,2.296981951687485,BUY
2025-08-18 19:30:00+00:00,6473.428690781118,False,2.1967527523520403,BUY
2025-08-19 14:30:00+00:00,6475.425738737802,False,1.997047956683673,BUY
2025-08-19 15:30:00+00:00,6476.609649054764,False,1.183910316962283,
2025-08-19 16:30:00+00:00,6476.324787119811,False,-0.2848619349533692,
2025-08-19 17:30:00+00:00,6474.223741948779,False,-2.1010451710317284,SELL
2025-08-19 18:30:00+00:00,6470.260543758515,False,-3.963198190263938,SELL
2025-08-19 19:30:00+00:00,6464.503016819246,False,-5.757526939269155,SELL
2025-08-20 14:30:00+00:00,6457.443263891619,False,-7.0597529276274145,SELL
